村志代码 Gazetteer Code,村志书名 Gazetteer Title,Category,Division1,Division2,Division3,Division4,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
94,长畛村志,死亡率 Death Rate (‰),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,10,10,10,4,8,8,0,12,3,15,7,7.3,0,3.5,3.5,7.5,10,3,8,2,14,9,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
94,长畛村志,自然增长率 Natural Population Growth Rate (‰),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20,n/a,n/a,n/a,n/a,10,5,5,40,12,8,12,-4,5,-0.36,7,3.6,7,21.5,7.1,3,7,0,3,22,2,14,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
94,长畛村志,迁入 Migration In,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,5,9,11,2,n/a,n/a,1,1,5,9,5,3,1,3,2,6,4,65,18,36,16,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
94,长畛村志,迁出 Migration Out,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,1,14,6,4,3,1,n/a,2,10,1,1,6,2,2,4,4,4,7,5,5,5,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
95,大河村志,户数 Number of Households,,,,,168,n/a,n/a,n/a,185,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,284,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,561,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,762,813,821,824,822,832,846,868,877,873,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
95,大河村志,人口 Population,男性人口 Male Population,,,,349,n/a,n/a,n/a,386,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,592,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1257,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1294,1424,1410,1426,1429,1444,1465,1480,1496,1491,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
95,大河村志,人口 Population,女性人口 Female Population,,,,323,n/a,n/a,n/a,337,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,523,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1264,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1267,1371,1377,1385,1386,1399,1402,1434,1458,1435,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
95,大河村志,人口 Population,总人口 Total Population,,,,672,n/a,n/a,n/a,723,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1115,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2521,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2561,2795,2787,2811,2815,2843,2867,2914,2954,2926,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
95,大河村志,出生人数 Number of Births,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,28,34,n/a,n/a,n/a,n/a,n/a,n/a,51,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
95,大河村志,死亡人数 Number of Deaths,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21,n/a,n/a,n/a,n/a,n/a,n/a,18,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
95,大河村志,迁入 Migration In,,知识青年 Educated Youth,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,39,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
95,大河村志,农转非 Agricultural to Non-Agricultural Hukou / Change of Residency Status,,,人数 number of people,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,135,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
96,大蒋庄村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,75,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,115,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,285,n/a,n/a,303,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
96,大蒋庄村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,285,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
96,大蒋庄村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,306,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
96,大蒋庄村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,317,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,591,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,762,780,808,867,818,842,848,855,879,880,904,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
96,大蒋庄村志,出生人数 Number of Births,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,10,9,27,12,13,12,18,14,16,3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
96,大蒋庄村志,自然出生率 Birth Rate (‰),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.7,12.8,11.13,31.14,14,15.4,14.2,21.1,16,18.2,3.3,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
96,大蒋庄村志,自然增长率 Natural Population Growth Rate (‰),,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
96,大蒋庄村志,迁入 Migration In,,知识青年 Educated Youth,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,6,n/a,n/a,1,5,4,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
97,插旗山村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,169,n/a,n/a,n/a,n/a,n/a,187,n/a,n/a,188,195,n/a,n/a,n/a,n/a,n/a,198,n/a,n/a,n/a,223,n/a,n/a,n/a,n/a,n/a,252,n/a,n/a,n/a,315,n/a,n/a,n/a,n/a,n/a,366,n/a,n/a,n/a,366,n/a,n/a,n/a,n/a,339,n/a,n/a,n/a,n/a,366,n/a,n/a,n/a,n/a,366,n/a,n/a,n/a,369,n/a,n/a,n/a,n/a,n/a
97,插旗山村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,326,n/a,n/a,n/a,n/a,n/a,312,n/a,n/a,334,358,n/a,n/a,n/a,n/a,n/a,396,n/a,n/a,n/a,544,n/a,n/a,n/a,n/a,n/a,555,n/a,n/a,n/a,562,n/a,n/a,n/a,n/a,n/a,593,n/a,n/a,n/a,599,n/a,n/a,n/a,n/a,589,n/a,n/a,n/a,n/a,592,n/a,n/a,n/a,n/a,594,n/a,n/a,n/a,621,n/a,n/a,n/a,n/a,n/a
97,插旗山村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,336,n/a,n/a,n/a,n/a,n/a,330,n/a,n/a,370,390,n/a,n/a,n/a,n/a,n/a,438,n/a,n/a,n/a,566,n/a,n/a,n/a,n/a,n/a,582,n/a,n/a,n/a,587,n/a,n/a,n/a,n/a,n/a,583,n/a,n/a,n/a,565,n/a,n/a,n/a,n/a,585,n/a,n/a,n/a,n/a,580,n/a,n/a,n/a,n/a,584,n/a,n/a,n/a,571,n/a,n/a,n/a,n/a,n/a
97,插旗山村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,662,n/a,n/a,n/a,735,698,642,n/a,n/a,704,748,n/a,n/a,n/a,n/a,n/a,834,n/a,n/a,n/a,1110,n/a,n/a,n/a,n/a,n/a,1137,n/a,n/a,n/a,1149,n/a,n/a,n/a,n/a,n/a,1176,n/a,n/a,n/a,1164,n/a,n/a,n/a,n/a,1174,n/a,n/a,n/a,n/a,1172,n/a,n/a,n/a,n/a,1178,n/a,n/a,n/a,1192,n/a,n/a,n/a,n/a,n/a
97,插旗山村志,出生人数 Number of Births,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65,11,3,n/a,n/a,14,20,n/a,n/a,n/a,n/a,n/a,51,n/a,n/a,n/a,37,n/a,n/a,n/a,n/a,n/a,21,n/a,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,14,n/a,n/a,n/a,12,n/a,n/a,n/a,n/a,9,n/a,n/a,n/a,n/a,12,n/a,n/a,n/a,n/a,8,n/a,n/a,n/a,15,n/a,n/a,n/a,n/a,n/a
97,插旗山村志,死亡人数 Number of Deaths,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,98,64,14,n/a,n/a,4,1,n/a,n/a,n/a,n/a,n/a,10,n/a,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,8,n/a,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a,8,n/a,n/a,n/a,8,n/a,n/a,n/a,n/a,8,n/a,n/a,n/a,n/a,6,n/a,n/a,n/a,n/a,9,n/a,n/a,n/a,7,n/a,n/a,n/a,n/a,n/a
97,插旗山村志,迁入 Migration In,,知识青年 Educated Youth,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11,3,5,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
97,插旗山村志,迁入 Migration In,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,5,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18,n/a,n/a,n/a,n/a,n/a,9,n/a,n/a,n/a,3,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,26,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17,n/a,n/a,n/a,n/a,19,n/a,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a
97,插旗山村志,迁出 Migration Out,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,3,4,n/a,n/a,1,2,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,n/a,n/a,3,n/a,n/a,n/a,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15,n/a,n/a,n/a,n/a,12,n/a,n/a,n/a,1,n/a,n/a,n/a,n/a,n/a
98,福德村志,户数 Number of Households,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,370,361,366,370,378,384,383,390,404,420,430,444,444,447,454,461,494,511,496,499,491,505,522,549,552,565,574,595,647,664,697,703,712,715,718,810,849,850,857,864,863,968,973,977,978,981,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,福德村志,人口 Population,男性人口 Male Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,643,589,599,634,668,693,653,756,810,850,863,860,885,921,924,935,951,967,961,961,947,984,n/a,n/a,n/a,940,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1205,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,福德村志,人口 Population,女性人口 Female Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,755,763,765,801,874,882,942,924,942,983,1014,1014,1040,1042,1069,1081,1074,1080,1071,1085,1071,1072,n/a,n/a,n/a,992,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1256,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,福德村志,人口 Population,总人口 Total Population,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1398,1352,1364,1435,1547,1575,1595,1680,1752,1833,1877,1874,1925,1963,1993,2016,2025,2047,2032,2032,2049,2056,2326,2112,2144,2157,2127,n/a,n/a,n/a,2145,2374,2065,2188,2254,2278,2266,2399,2398,2373,2387,2383,2374,2347,2420,2461,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,福德村志,出生人数 Number of Births,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,36,32,55,67,36,53,37,68,53,68,45,38,65,51,43,21,15,34,11,14,23,21,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,福德村志,死亡人数 Number of Deaths,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8,24,12,3,5,6,4,6,22,10,17,17,10,6,13,14,20,17,12,13,15,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,福德村志,流动人口/暂住人口 Migratory/Temporary Population,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,23704,17868,15660,15670,16418,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,福德村志,迁入 Migration In,,知识青年 Educated Youth,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,16,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,福德村志,残疾人数 Disabled Population,,,,视力残疾 Blindness,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,福德村志,残疾人数 Disabled Population,,,,听力语言残疾 Hearing and Speech Disabilities,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,福德村志,残疾人数 Disabled Population,,,,肢体残疾 Amputation and/or Paralysis,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,福德村志,残疾人数 Disabled Population,,,,智力残疾 Intellectual Disabilities,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
98,福德村志,残疾人数 Disabled Population,,,,残疾人总数 Total Disabled Population,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
99,银桥村村志,户数 Number of Households,,,,,542,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,613,n/a,n/a,n/a,n/a,n/a,n/a,624,n/a,n/a,649,n/a,n/a,n/a,n/a,649,678,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,965,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
99,银桥村村志,人口 Population,总人口 Total Population,,,,2070,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2514,n/a,n/a,n/a,n/a,n/a,n/a,3058,n/a,n/a,3199,n/a,n/a,n/a,n/a,3385,3422,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4302,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
100,崖堡村志,迁出 Migration Out,,人数 number of people,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,130,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
100,崖堡村志,迁出 Migration Out,,户数 number of households,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
